tender_id,source_file,page,table_generation,lot_no,identification,location,security_amount_taka,security_amount_original,start_date,completion_date
301505,Tender Notice_PDFs/RAJUK_Tender_301505.pdf,1,lots_legacy,1,"Remaining internal Road and Drain construction work at Sector-17(Part) of Purbachal New Town Project (Package-RDC-17, Lot-3).",Purbachal New Town Project,950000,950000,2019-06-03,2019-12-03
311188,Tender Notice_PDFs/RAJUK_Tender_311188.pdf,1,lots_legacy,1,"Construction of 10(Ten) storied Apartment Building with 01(One) Basement at Plot CWS(B)28, Road-31, Gulshan, Dhaka (Building No-02).",Gulshan Area,5000000,5000000,2019-08-01,2021-07-29
312476,Tender Notice_PDFs/RAJUK_Tender_312476.pdf,1,lots_legacy,1,"Construction of 4(Four) storied Apartment Building at Plot no-8/2, Block-A, Awrangajeb Road, Mohammedpur, Dhaka (Building No-05).",Mohammadpur Area,2000000,2000000,2019-08-01,2021-01-31
312478,Tender Notice_PDFs/RAJUK_Tender_312478.pdf,1,lots_legacy,1,"Construction of 9(Nine) storied Apartment Building with 01(One) Basement at Plot no-22l21, Block-B, Khilzi Road, Mohammedpur, Dhaka (Building No-07).",Mohammadpur Area,4500000,4500000,2019-08-01,2021-07-29
312479,Tender Notice_PDFs/RAJUK_Tender_312479.pdf,1,lots_legacy,1,"Construction of 9(Nine) storied Apartment Building at Plot no-6/12, Block-E, Lalmatia, Dhaka (Building No-09).",Lalmatia Area,2000000,2000000,2019-08-01,2021-07-29
316510,Tender Notice_PDFs/RAJUK_Tender_316510.pdf,1,lots_legacy,01,Temporary illumination of Rajuk Bhaban & Purbachal Site Office in different Religion Festivals & State Phase.,Rajuk Bhaban,15000,15000,2019-08-07,2020-08-06
320832,Tender Notice_PDFs/RAJUK_Tender_320832.pdf,1,lots_legacy,1,"Construction of Internal Road and Surface Drain at Sector no-10 (Part) of Purbachal New Town Project (Package RDC-10, Lot-4).",Purbachal New Town Project,3500000,3500000,2019-09-15,2020-06-15
322658,Tender Notice_PDFs/RAJUK_Tender_322658.pdf,1,lots_legacy,1,"Construction of 9(Nine) storied Apartment Building with 01(One) Basement at Plot no-22l21, Block-B, Khilzi Road, Mohammedpur, Dhaka (Building No-07).","Khilzi Road, Mohammedpur",4500000,4500000,2019-08-01,2021-07-29
329551,Tender Notice_PDFs/RAJUK_Tender_329551.pdf,1,lots_legacy,1,Supply and fitting fixing of 05(Five) Nos. new Tyre (Tubeless) & O-Ring for Japanesc Pay- Loader No.-03 of RAJUK.,Mohakhali Zonal office,37000,37000,2019-11-20,2020-01-19
329552,Tender Notice_PDFs/RAJUK_Tender_329552.pdf,1,lots_legacy,1,"Supply spare parts of Fuel pump, A/C pump and fitting fixing of 2 Nos. Sprocket repair of POLAN Chain Dozer No-01 of RAJUK.",Mohakhali Zonal office,35000,35000,2019-11-20,2020-01-19
329553,Tender Notice_PDFs/RAJUK_Tender_329553.pdf,1,lots_legacy,1,"Supply spare parts of Fuel pump, A/C pump and fitting fixing of 2 Nos. Sprocket repair of POLAN Chain Dozer No-02 of RAJUK.",Mohakhali Zonal office,35000,35000,2019-11-20,2020-01-19
329556,Tender Notice_PDFs/RAJUK_Tender_329556.pdf,1,lots_legacy,1,"Engine, Clutch system Overhauling and others Repairing with supplying of spare parts & fitting fixing of Road Roller No-15.",Mohakhali Zonal office,35000,35000,2019-11-20,2020-01-19
339042,Tender Notice_PDFs/RAJUK_Tender_339042.pdf,1,lots_legacy,1,Construction of RCC Drain at North side of Bangladesh China Friendship Exhibition center at Sector no-04 of Purbachal New Town Project.,Purbachal New Town Project,270000,270000,2019-08-01,2019-10-31
339493,Tender Notice_PDFs/RAJUK_Tender_339493.pdf,1,lots_legacy,1,"Construction of Internal Road and surface Drain, Cross Drain, R.C.C walkway Road (Package No-RDC-11, Lot No-3), Sector no-11 of Purbachal New Town Project.",Purbachal New Town Project,1850000,1850000,2019-09-15,2020-03-15
339496,Tender Notice_PDFs/RAJUK_Tender_339496.pdf,1,lots_legacy,1,"Construction work of Internal Road and surface Drain in Sector-9 (RDC-9, Lot No-4), at Purbachal New Town Project.",Purbachal New Town Project,1920000,1920000,2019-09-15,2020-03-15
360496,Tender Notice_PDFs/RAJUK_Tender_360496.pdf,1,lots_legacy,01,Servicing and Maintenance of Rajuk`s Computer for 02 (Two) Years.,Rajuk Bhaban,15000,15000,2019-12-01,2021-11-30
376450,Tender Notice_PDFs/RAJUK_Tender_376450.pdf,1,lots_legacy,01,Temporary illumination of Rajuk Zonal Offices & Site Offices in different Religion Festivals & State Phase.,Rajuk Zonal & Site Office,20000,20000,2019-12-16,2020-12-15
376977,Tender Notice_PDFs/RAJUK_Tender_376977.pdf,1,lots_legacy,1,"Supply & Installation of PA System, Telecommunication, Access Control & Security and General Electrical Equipment for PIU Office","PIU Office, Dhaka",150000,150000,2019-12-22,2020-03-22
389133,Tender Notice_PDFs/RAJUK_Tender_389133.pdf,1,lots_legacy,1,Procurement of Motorcycle for PIU of Urban Resilience Project: RAJUK Part,"PIU Office, Dhaka",70000,70000,2020-01-20,2020-04-19
423280,Tender Notice_PDFs/RAJUK_Tender_423280.pdf,1,lots_legacy,01,"Construction of 2-storied central Mosque with 5-storied foundation including internal electrification, water supply and sanitary, gas connection work for Uttara Apartment Project (Block-A)",Uttara Apartment Project,5000000,5000000,2020-04-01,2020-09-30
427350,Tender Notice_PDFs/RAJUK_Tender_427350.pdf,1,lots_legacy,1,"Supply & Installation of PA System, Telecommunication, Access Control & Security and General Electrical Equipment for PIU Office","PIU Office, Dhaka",150000,150000,2020-04-15,2020-07-14
427820,Tender Notice_PDFs/RAJUK_Tender_427820.pdf,1,lots_legacy,1,Construction of Internal Road and Surface Drain at Sector no-10 Part of Purbachal New Town Project Package RDC-10 Lot-4.,Purbachal New Town,3500000,3500000,2020-04-15,2021-01-14
427825,Tender Notice_PDFs/RAJUK_Tender_427825.pdf,1,lots_legacy,1,Construction of Internal Road and surface Drain Cross Drain R.C.C walkway Road Package No-RDC-11 Lot No-3 Sector no-11 of Purbachal New Town Project.,Purbachal New Town,1850000,1850000,2020-04-15,2020-10-15
427828,Tender Notice_PDFs/RAJUK_Tender_427828.pdf,1,lots_legacy,1,Construction work of Internal Road and surface Drain in Sector-9 RDC-9 Lot No-4 at Purbachal New Town Project.,Purbachal New Town,1920000,1920000,2020-04-15,2020-10-15
427832,Tender Notice_PDFs/RAJUK_Tender_427832.pdf,1,lots_legacy,1,Construction of the remaining RCC Road Surface Drain and necessary repair work in sector no RDC-13 of purbachal New Town Project Package No-13 Lot-2.,Purbachal New Town,1900000,1900000,2020-04-15,2020-10-15
427834,Tender Notice_PDFs/RAJUK_Tender_427834.pdf,1,lots_legacy,1,Construction of the internal Road and Surface Drain at sector no-2Part of purbachal New Town Project Package No RDC-2 Lot-3.,Purbachal New Town,2500000,2500000,2020-04-15,2020-10-15
427848,Tender Notice_PDFs/RAJUK_Tender_427848.pdf,1,lots_legacy,1,Repairing Work of Road No-104 & 107 Parallel to Road No-225 due to Under Ground Cable Placing Work by Desco From 33/11 KB DESCO Sub-Station to Bangladesh-China Friendship Exhibition Centre at Sector No-04 of Purbachal New Town Project.,Purbachal New Town,1300000,1300000,2020-04-15,2020-07-15
427851,Tender Notice_PDFs/RAJUK_Tender_427851.pdf,1,lots_legacy,1,Construction of Internal Road and Surface Drain at Sector No- 20 RDC-20 Lot No-3 of Purbachal New Town Project.,Purbachal New Town,1500000,1500000,2020-04-15,2020-10-14
427855,Tender Notice_PDFs/RAJUK_Tender_427855.pdf,1,lots_legacy,1,Construction of 02 two Storied School Building with 06 Six Storied Foundation work at Sector No-03 Road No-102 Plot No-43 of Purbachal New Town Project.,Purbachal New Town,1500000,1500000,2020-04-15,2020-10-14
427858,Tender Notice_PDFs/RAJUK_Tender_427858.pdf,1,lots_legacy,1,Providing Private Security & Cleaning Service for Site Ofce at Sector No-04 of Purbachal New Town Project.,Purbachal New Town,80000,80000,2020-04-15,2021-06-30
427861,Tender Notice_PDFs/RAJUK_Tender_427861.pdf,1,lots_legacy,1,Construction of Internal Road and surface Drain at Sector no-04 Part of purbachal new town project Package RDC -04 Lot-01.,Purbachal New Town,4000000,4000000,2020-04-15,2021-01-14
427863,Tender Notice_PDFs/RAJUK_Tender_427863.pdf,1,lots_legacy,1,Construction of internal Road and surface Drain at Sector no -05 part of purbachal new town project. Package RDC -05 Lot-02.,Purbachal New Town,1000000,1000000,2020-04-15,2020-10-14
431687,Tender Notice_PDFs/RAJUK_Tender_431687.pdf,1,lots_legacy,1,Repair & renovation work of Avenue 9 (Western part) and West Avenue (Middle part) of the Uttara Residential Model Town (3rd phase) project.,Uttara 3rd phase project,715000,715000,2020-04-22,2020-06-22
431689,Tender Notice_PDFs/RAJUK_Tender_431689.pdf,1,lots_legacy,1,Repair & Renovation work of Avenue-9 (bridge no- 02 to bridge no-11) of the Uttara Residential Model Town (3rd phase) project.,Uttara 3rd phase project,700000,700000,2020-04-22,2020-06-22
431690,Tender Notice_PDFs/RAJUK_Tender_431690.pdf,1,lots_legacy,1,Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the southern part of sector 15 of Uttara Residential Model Town (3rd phase) project.,Uttara 3rd phase project,650000,650000,2020-04-22,2020-06-22
431692,Tender Notice_PDFs/RAJUK_Tender_431692.pdf,1,lots_legacy,1,"Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the Block A, B & C of sector 16 of Uttara Residential Model Town (3rd phase) project.",Uttara 3rd phase project,715000,715000,2020-04-22,2020-06-22
431697,Tender Notice_PDFs/RAJUK_Tender_431697.pdf,1,lots_legacy,1,"Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the Block H, I & J of sector 16 of Uttara Residential Model Town (3rd phase) project.",Uttara 3rd phase project,745000,745000,2020-04-22,2020-06-22
431699,Tender Notice_PDFs/RAJUK_Tender_431699.pdf,1,lots_legacy,1,Repair & Renovation of roads related area of â??e-Passport and Automated Border Control Management System Projectâ?� at sector 16 of Uttara Residential model town (3rd phase) project.,Uttara 3rd phase project,745000,745000,2020-04-22,2020-06-22
431701,Tender Notice_PDFs/RAJUK_Tender_431701.pdf,1,lots_legacy,1,"Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the Block D, E, F & G of sector 16 of Uttara Residential Model Town (3rd phase) project.",Uttara 3rd phase project,670000,670000,2020-04-22,2020-06-22
431702,Tender Notice_PDFs/RAJUK_Tender_431702.pdf,1,lots_legacy,1,Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the northern part of sector 15 of Uttara Residential Model Town (3rd phase) project.,Uttara 3rd phase project,655000,655000,2020-04-22,2020-06-22
431704,Tender Notice_PDFs/RAJUK_Tender_431704.pdf,1,lots_legacy,1,"Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the Block H, H1 & G1 of sector 17 of Uttara Residential Model Town (3rd phase) project.",Uttara 3rd phase project,715000,715000,2020-04-22,2020-06-22
431706,Tender Notice_PDFs/RAJUK_Tender_431706.pdf,1,lots_legacy,1,Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the southern part of sector 17 of Uttara Residential Model Town (3rd phase) project.,Uttara 3rd phase project,700000,700000,2020-04-22,2020-06-22
431707,Tender Notice_PDFs/RAJUK_Tender_431707.pdf,1,lots_legacy,1,Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the Block- I of sector 17 of Uttara Residential Model Town (3rd phase) project.,Uttara 3rd phase project,575000,575000,2020-04-22,2020-06-22
431708,Tender Notice_PDFs/RAJUK_Tender_431708.pdf,1,lots_legacy,1,Repair & Renovation of roads digging by Dhaka WASA & DESCO including Remaining Land filling in the Block J & K of sector 17 of Uttara Residential Model Town (3rd phase) project.,Uttara 3rd phase project,580000,580000,2020-04-22,2020-06-22
437635,Tender Notice_PDFs/RAJUK_Tender_437635.pdf,1,lots_legacy,1,Procurement of ICT Equipment for Deploying Electronic Construction Permitting System in RAJUK,"PIU Office, Dhaka",1500000,1500000,2020-06-01,2020-09-29
446869,Tender Notice_PDFs/RAJUK_Tender_446869.pdf,1,lots_legacy,1,"Construction of 8 (Eight) storied Apartment Building at Plot no-2/15, Block-B, Babar Road, Mohammadpur Dhaka (Building No-6).",Mohammadpur Dhaka,2000000,2000000,2020-06-01,2021-11-30
447380,Tender Notice_PDFs/RAJUK_Tender_447380.pdf,1,lots_legacy,1,"Construction of 13 (Thirteen) Storied Apartment Building including 01(one) basement at Plot No-226,(old), 90(new), Road no-21(old), 11/A(new), Dhanmondi, R/A, Dhaka, (Building No-08 )","Dhanmondi, Dhaka",9800000,9800000,2020-07-01,2022-06-30
466081,Tender Notice_PDFs/RAJUK_Tender_466081.pdf,1,lots_legacy,1,Construction of Internal Road and Surface Drain at Sector no-10 Part of Purbachal New Town Project Package RDC-10 Lot-4.,Purbachal New Town Project,3500000,3500000,2020-09-01,2021-05-02
466089,Tender Notice_PDFs/RAJUK_Tender_466089.pdf,1,lots_legacy,1,Construction of Internal Road and surface Drain Cross Drain R.C.C walkway Road Package No-RDC-11 Lot No-3 Sector no-11 of Purbachal New Town Project.,Purbachal New Town Project,1850000,1850000,2020-09-01,2021-03-01
466094,Tender Notice_PDFs/RAJUK_Tender_466094.pdf,1,lots_legacy,1,Construction work of Internal Road and surface Drain in Sector-9 RDC-9 Lot No-4 at Purbachal New Town Project.,Purbachal New Town Project,1920000,1920000,2020-09-01,2021-03-01
466100,Tender Notice_PDFs/RAJUK_Tender_466100.pdf,1,lots_legacy,1,Construction of Internal Road and Surface Drain at Sector No- 20 RDC-20 Lot No-3 of Purbachal New Town Project.,Purbachal New Town Project,1500000,1500000,2020-09-01,2021-03-01
466105,Tender Notice_PDFs/RAJUK_Tender_466105.pdf,1,lots_legacy,1,Construction of 02 two Storied School Building with 06 Six Storied Foundation work at Sector No-03 Road No-102 Plot No-43 of Purbachal New Town Project.,Purbachal New Town Project,1500000,1500000,2020-09-01,2021-03-02
466107,Tender Notice_PDFs/RAJUK_Tender_466107.pdf,1,lots_legacy,1,Construction of the remaining RCC Road Surface Drain and necessary repair work in sector no RDC-13 of purbachal New Town Project Package No-13 Lot-2.,Purbachal New Town Project,1900000,1900000,2020-09-01,2021-03-01
466108,Tender Notice_PDFs/RAJUK_Tender_466108.pdf,1,lots_legacy,1,Construction of the internal Road and Surface Drain at sector no-2Part of purbachal New Town Project Package No RDC-2 Lot-3.,Purbachal New Town Project,2500000,2500000,2020-09-01,2021-03-01
466109,Tender Notice_PDFs/RAJUK_Tender_466109.pdf,1,lots_legacy,1,Construction of Internal Road and surface Drain at Sector no-04 Part of purbachal new town project Package RDC -04 Lot-01.,Purbachal New Town Project,4000000,4000000,2020-09-01,2021-06-01
475789,Tender Notice_PDFs/RAJUK_Tender_475789.pdf,1,lots_legacy,1,Procurement of Motorcycle for PIU of Urban Resilience Project: RAJUK Part,"PIU Office, Dhaka",70000,70000,2020-08-16,2020-11-15
475801,Tender Notice_PDFs/RAJUK_Tender_475801.pdf,1,lots_legacy,1,Procurement of ICT Equipment for Deploying Electronic Construction Permitting System in RAJUK,"PIU Office, Dhaka and RAJUK 8 Zonal Offices",1500000,1500000,2020-08-16,2020-12-15
476403,Tender Notice_PDFs/RAJUK_Tender_476403.pdf,1,lots_legacy,1,"Internal road widening and maintenance for Development of Residential & Commercial Infrastructures at Jhilmil Residential Project Area. (Pakage:-1,Lot:- S-1)",Jhilmil Residential Project Area,1875000,1875000,2020-10-01,2021-10-31
476405,Tender Notice_PDFs/RAJUK_Tender_476405.pdf,1,lots_legacy,1,"Internal road widening and maintenance for Development of Residential & Commercial Infrastructures at Jhilmil Residential Project Area. (Pakage:-1,Lot:- S-2)",Jhilmil Residential Project Area,3265000,3265000,2020-10-01,2021-10-31
476406,Tender Notice_PDFs/RAJUK_Tender_476406.pdf,1,lots_legacy,1,"Internal road widening and maintenance for Development of Residential & Commercial Infrastructures at Jhilmil Residential Project Area. (Pakage:-1,Lot:- S-4)",Jhilmil Residential Project Area,2232000,2232000,2020-10-01,2021-10-31
476407,Tender Notice_PDFs/RAJUK_Tender_476407.pdf,1,lots_legacy,1,"Internal road widening and maintenance for Development of Residential & Commercial Infrastructures at Jhilmil Residential Project Area. (Pakage:-1,Lot:- S-5)",Jhilmil Residential Project Area,1190000,1190000,2020-10-01,2021-10-31
476408,Tender Notice_PDFs/RAJUK_Tender_476408.pdf,1,lots_legacy,1,"Internal road widening and maintenance for Development of Residential & Commercial Infrastructures at Jhilmil Residential Project Area. (Pakage:-1,Lot:- S-6)",Jhilmil Residential Project Area,2625000,2625000,2020-10-01,2021-10-31
