tender_id,notice_file,notice_pages,ministry,ministry_id,agency,agency_id,procuring_entity,procuring_entity_id,procuring_entity_code,district,district_original,city,thana,country,phone,procurement_nature,procurement_type,event_type,invitation_for,invitation_ref,status,status_original,app_id,method,budget_type,source_of_funds,development_partner,project_code,project,project_id,package_no,package_description,category,evaluation_type,document_price_taka,document_price_original,payment_mode,published_date,last_selling_date,premeeting_start,premeeting_end,closing_date,opening_date,security_last_date,security_valid_until,tender_valid_until,inviting_officer,inviting_officer_id,inviting_officer_designation,lots,eligibility_source_field,eligibility_page,eligibility_chars,eligibility_clauses,eligibility_numbering,eligibility_published,eligibility_substantive,eligibility_categories,amended,amendment_no,amendment_no_printed,amendment_changed_fields,eligibility_amended
1128572,Tender Notice_PDFs/CDA_Tender_1128572.pdf,2,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,"Project Director(M.Uddin), Chittagong Development Authority",og0031,,Chattogram,Chattogram,Chittagong,Chattogram City Corporation,Bangladesh,031-624401,Works,NCT,TENDER,Tender - Single Lot,ExEn/Meh.Sta.Qtr/E-122/269,Contract Awarded,Contract Awarded,204772,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,ExEn/Meh.Staff.Qtr/E122,"Installation of Gas pipe line connection works for installation of prepaid meter at CDA hill, CDA office, Mehedibag CDA staff Quarter Chattogram.","Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork; Works for complete or part construction and civil engineering work; Construction works for plants, mining and manufacturing and for buildings relating to the oil and gas industry; Gas distribution and related services; Public utilities; Gas distribution;",Lot wise,1000,1000,Payment through Bank,2025-07-07,2025-07-20,2025-07-07,2025-07-16,2025-07-21,2025-07-21,2025-07-21,2025-11-16,2025-10-19,A. H. M. Mesbah Uddin,pp0024,Project Director,1,eligibility,1,1086,6,n),yes,yes,cert_other;experience_similar;geographic;other;personnel;price_band,no,,,,no
1128704,Tender Notice_PDFs/CDA_Tender_1128704.pdf,2,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,Management Information System (MIS),og0038,,Chattogram,Chattogram,Chittagong,Chattogram City Corporation,Bangladesh,031-625562,Goods,NCT,TENDER,Tender - Single Lot,MIS/PURCHASE/2024/26/PART-11/4,,,209470,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,MIS/PURCHASE/2024/26/PART-11/4,"Supply and Installation CC Camera, LED Display, Digital Door Lock, Hard Disk, etc. and related works.","Locks, keys and hinges; Cutlery, tools, locks, keys and hinges; Office and computing machinery, equipment and supplies; Office machinery, equipment and supplies except computers; Word-processing machines; Photocopying and printing equipment; Post- office equipment; Calculating and accounting machines; Typewriters; Parts and accessories of typewriters and calculating machines; Various office equipment and supplies; Computer equipment and supplies;Data-processing machines;Digital cartography equipment;Computer hardware;Software;Computer systems;Servers",Lot wise,1000,1000,Payment through Bank,2025-07-02,2025-07-16,2025-07-02,2025-07-09,2025-07-17,2025-07-17,2025-07-17,2025-11-12,2025-10-15,Md Mostafa Jamal,pp0069,System Analyst,1,eligibility,1,1244,2,(n),yes,yes,cert_bin;cert_other;cert_tin;cert_trade_licence;cert_vat;equipment;experience_general;financial_credit;financial_liquid;financial_turnover,no,,,,no
1129166,Tender Notice_PDFs/CDA_Tender_1129166.pdf,2,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,Management Information System (MIS),og0038,,Chattogram,Chattogram,Chittagong,Chattogram City Corporation,Bangladesh,031-625562,Goods,NCT,TENDER,Tender - Single Lot,MIS/SERVER AND UPS,Rejected,Rejected PURCHASE/H.W. PURCHASE/2018/84,209470,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,MIS/SERVER AND UPS PURCHASE/H.W. PURCHASE/2018/84,Supply and Installation of 64 Nos Battery and related works.,"Accumulators, primary cells and primary batteries; Electrical machinery, apparatus, equipment and consumables; Primary cells; Primary batteries; Electric accumulators;",Lot wise,1000,1000,Payment through Bank,2025-07-02,2025-07-16,2025-07-02,2025-07-10,2025-07-17,2025-07-17,2025-07-17,2025-11-12,2025-10-15,Md Mostafa Jamal,pp0069,System Analyst,1,eligibility,1,1320,2,(n),yes,yes,cert_bin;cert_other;cert_tin;cert_trade_licence;cert_vat;equipment;experience_general;financial_credit;financial_liquid;financial_turnover,no,,,,no
1129170,Tender Notice_PDFs/CDA_Tender_1129170.pdf,2,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,Management Information System (MIS),og0038,,Chattogram,Chattogram,Chittagong,Chattogram City Corporation,Bangladesh,031-625562,Goods,NCT,TENDER,Tender - Single Lot,MIS/TOLL MANAGEMENT/2025/3,,,209470,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,MIS/TOLL MANAGEMENT/2025/3,"Supply of Thermal Paper Roll (PoS Printer) for Shaheed Wasim Akram Flyover Toll Operation, CDA.",Paper stationery and other items; Paper or paperboard articles;,Lot wise,1000,1000,Payment through Bank,2025-07-02,2025-07-16,2025-07-02,2025-07-09,2025-07-17,2025-07-17,2025-07-17,2025-11-12,2025-10-15,Md Mostafa Jamal,pp0069,System Analyst,1,eligibility,1,1223,2,(n),yes,yes,cert_bin;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_general;financial_credit;financial_liquid;financial_turnover,no,,,,no
114570,Tender Notice_PDFs/CDA_Tender_114570.pdf,2,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,Project Director (MehedibagSQ),og0033,,Chittagong,Chittagong,Chittagong,Kotowali,Bangladesh,031-634401,Works,NCT,TENDER,Tender - Single Lot,pd/mehedibagstq/e-33,Contract Awarded,Contract Awarded,57822,Open Tendering Method (OTM),Own Fund,Own fund,,MSQ-31&33,CDA Mehedibag Staff Quarter,pr0029,e-tender/Mehedibagsq/B-07,Renovation and other work of 07no building at CDA Mehedibag staff Quarter,"Site preparation work; Construction work; Works for complete or part construction and civil engineering work; Building installation work; Construction work; Building completion work; Repair and maintenance services of building installations; Repair, maintenance and installation services; Miscellaneous repair and maintenance services;Building demolition and wrecking work and earthmoving work;Test drilling and boring work;Building construction work;Engineering works and construction works;Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork;Construction work for water projects;Construction works for plants, mining and manufacturing and for buildings relating to the oil and gas industry;Roof works and other special trade construction works;Electrical installation work;Insulation work;Plumbing and sanitary works;Fencing, railing and safety equipment installation work;Mechanical installations;Plastering work;Joinery and carpentry installation work;Floor and wall covering work;Painting and glazing work;Other building completion work;Repair and maintenance services of electrical and mechanical building installations;Repair and maintenance services of central heating;Repair and maintenance services of cooler groups;Repair and maintenance services of escalators;Lift-maintenance services;Repair services of jewellery;Repair services of leather personal goods;Repair services of garments and textiles;Repair and maintenance services of weapons and weapon systems;Repair and maintenance services of furniture;Repair and maintenance services of musical instruments;Repair and maintenance services of playground equipment;Repair and maintenance services of hotel and restaurant equipment",Lot wise,1000,1000,Payment through Bank,2017-08-20,2017-09-10,2017-08-20,2017-09-05,2017-09-11,2017-09-11,2017-09-11,2018-01-07,2017-12-10,A H M Mesbah Uddin,pp0024,Project Director,1,eligibility,1,1060,7,n.,yes,yes,experience_count;experience_general;experience_similar;financial_credit;financial_liquid;financial_turnover;other;price_band,no,,,,no
1153793,Tender Notice_PDFs/CDA_Tender_1153793.pdf,2,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,Construction Division-2,og0084,2003,Chattogram,Chattogram,Chittagong,Chattogram City Corporation,Bangladesh,031-619956,Works,NCT,TENDER,Tender - Single Lot,CD 2/ E-954,Being processed,Being processed,216874,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,Xen/CD-2/kolpolok-01,"Maintenance and other related works of road no-01 (50'-0"" wide) of CDA Kolpalok R/A, 1st Phase (Lot-1).","Works for complete or part construction and civil engineering work; Construction work;Building construction work;Engineering works and construction works;Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork;Construction work for water projects;Construction works for plants, mining and manufacturing and for buildings relating to the oil and gas industry;Roof works and other special trade construction works",Lot wise,2500,2500,Payment through Bank,2026-04-13,2026-04-27,2026-04-13,2026-04-16,2026-04-28,2026-04-28,2026-04-27,2026-08-24,2026-07-27,Md. Shamim,pp0121,Executive Engineer,1,eligibility,1,1581,8,n.,yes,yes,cert_other;experience_general;experience_similar;financial_credit;financial_liquid;financial_turnover;geographic;other;personnel,no,,,,no
1153808,Tender Notice_PDFs/CDA_Tender_1153808.pdf,2,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,Construction Division-2,og0084,2003,Chattogram,Chattogram,Chittagong,Chattogram City Corporation,Bangladesh,031-619956,Works,NCT,TENDER,Tender - Single Lot,CD 2/ E-955,Being processed,Being processed,216874,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,Xen/CD-2/kolpolok-02,"Maintenance and other related works of road no-01 (50'-0"" wide) of CDA Kolpalok R/A, 2nd Phase (Lot-2).","Works for complete or part construction and civil engineering work; Construction work;Building construction work;Engineering works and construction works;Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork;Construction work for water projects;Construction works for plants, mining and manufacturing and for buildings relating to the oil and gas industry;Roof works and other special trade construction works",Lot wise,2500,2500,Payment through Bank,2026-04-13,2026-04-27,2026-04-13,2026-04-16,2026-04-28,2026-04-28,2026-04-27,2026-08-24,2026-07-27,Md. Shamim,pp0121,Executive Engineer,1,eligibility,1,1581,8,n.,yes,yes,cert_other;experience_general;experience_similar;financial_credit;financial_liquid;financial_turnover;geographic;other;personnel,no,,,,no
1153840,Tender Notice_PDFs/CDA_Tender_1153840.pdf,2,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,Construction Division-2,og0084,2003,Chattogram,Chattogram,Chittagong,Chattogram City Corporation,Bangladesh,031-619956,Works,NCT,TENDER,Tender - Single Lot,CD 2/ E-956,Being processed,Being processed,216874,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,Xen/CD-2/kolpolok-03,Development and other related works of existing playground of CDA Kolpolok R/A.(Lot-3),"Works for complete or part construction and civil engineering work; Construction work;Building construction work;Engineering works and construction works;Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork;Construction work for water projects;Construction works for plants, mining and manufacturing and for buildings relating to the oil and gas industry;Roof works and other special trade construction works",Lot wise,1500,1500,Payment through Bank,2026-04-13,2026-04-27,2026-04-13,2026-04-16,2026-04-28,2026-04-28,2026-04-27,2026-08-24,2026-07-27,Md. Shamim,pp0121,Executive Engineer,1,eligibility,1,1585,8,n.,yes,yes,cert_other;experience_general;experience_similar;financial_credit;financial_liquid;financial_turnover;geographic;other;personnel,no,,,,no
1153888,Tender Notice_PDFs/CDA_Tender_1153888.pdf,2,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,Construction Division-2,og0084,2003,Chattogram,Chattogram,Chittagong,Chattogram City Corporation,Bangladesh,031-619956,Works,NCT,TENDER,Tender - Single Lot,CD 2/ E-957,Being processed,Being processed,216874,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,Xen/CD-2/kolpolok-04,Development and other related works of existing park of CDA Kolpolok R/A. (Lot-4),"Works for complete or part construction and civil engineering work; Construction work;Building construction work;Engineering works and construction works;Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork;Construction work for water projects;Construction works for plants, mining and manufacturing and for buildings relating to the oil and gas industry;Roof works and other special trade construction works",Lot wise,1500,1500,Payment through Bank,2026-04-13,2026-04-27,2026-04-13,2026-04-16,2026-04-28,2026-04-28,2026-04-27,2026-08-24,2026-07-27,Md. Shamim,pp0121,Executive Engineer,1,eligibility,1,1572,8,n.,yes,yes,cert_other;experience_general;experience_similar;financial_credit;financial_liquid;financial_turnover;geographic;other;personnel,no,,,,no
1231413,Tender Notice_PDFs/CDA_Tender_1231413.pdf,2,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,Management Information System (MIS),og0038,,Chattogram,Chattogram,Chittagong,Chattogram City Corporation,Bangladesh,031-625562,Goods,NCT,TENDER,Tender - Single Lot,MIS/SnUPSP/HP/2018/84/P-2,Contract Awarded,Contract Awarded,216869,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,MIS/SnUPSP/HP/2018/84/P-2,Supply and Installation of 64 battery and related works,"Electrical domestic appliances; Domestic appliances; Emergency and security equipment; Technical equipment; Miscellaneous equipment; Miscellaneous equipment n.e.c.; Electricity distribution and control apparatus; Electrical machinery, apparatus, equipment and consumables; Electrical apparatus for switching or protecting electrical circuits; Electrical circuit components; Parts of electricity distribution or control apparatus;",Lot wise,1000,1000,Payment through Bank,2026-03-02,2026-03-11,2026-03-02,2026-03-05,2026-03-12,2026-03-12,2026-03-11,2026-07-08,2026-06-10,Md Mostafa Jamal,pp0069,System Analyst,1,eligibility,1,1278,2,(n),yes,yes,cert_bin;cert_other;cert_tin;cert_trade_licence;cert_vat;equipment;experience_general;financial_credit;financial_liquid;financial_turnover,no,,,,no
1251823,Tender Notice_PDFs/CDA_Tender_1251823.pdf,2,Ministry of Housing and Public Works,og0001,Chittagong Development Authority,og0009,"Project Director(M.Uddin), Chittagong Development Authority",og0031,,Chattogram,Chattogram,Chittagong,Chattogram City Corporation,Bangladesh,031-624401,Works,NCT,TENDER,Tender - Single Lot,ExEn/BB/E-136/279,,,224120,Open Tendering Method (OTM),Own Fund,Own Fund,,Not applicable,Not applicable,pr0093,XEN/BBE-136/01,"Maintenance work of Main gate, CTG map, CDA Logo at roof Top, Outer side painting and Other related works at Biponi Bitan A-block, Chattogram.","Engineering works and construction works; Works for complete or part construction and civil engineering work; Electrical installation work; Insulation work; Building installation work; Fencing, railing and safety equipment installation work; Mechanical installations; Building installation work;",Lot wise,1500,1500,Payment through Bank,2026-05-20,2026-06-03,2026-05-20,2026-05-28,2026-06-04,2026-06-04,2026-06-04,2026-10-30,2026-10-02,A. H. M. MESBAH UDDIN,pp0024,Project Director,1,eligibility,1,1057,5,n.,yes,yes,experience_count;experience_general;experience_similar;financial_credit;financial_liquid;financial_turnover;geographic;other,no,,,,no
