agency,agency_id,amended,amendment_changed_fields,amendment_no,amendment_no_printed,app_id,budget_type,category,city,closing_date,country,development_partner,district,district_original,document_price_original,document_price_taka,eligibility_amended,eligibility_categories,eligibility_chars,eligibility_clauses,eligibility_numbering,eligibility_page,eligibility_published,eligibility_source_field,eligibility_substantive,evaluation_type,event_type,invitation_for,invitation_ref,inviting_officer,inviting_officer_designation,inviting_officer_id,last_selling_date,lots,method,ministry,ministry_id,notice_file,notice_pages,opening_date,package_description,package_no,payment_mode,phone,premeeting_end,premeeting_start,procurement_nature,procurement_type,procuring_entity,procuring_entity_code,procuring_entity_id,project,project_code,project_id,published_date,security_last_date,security_valid_until,source_of_funds,status,status_original,tender_id,tender_valid_until,thana,advertised_date,award_agency,award_agency_id,award_development_partner,award_district,award_file,award_for,award_invitation_ref,award_method,award_ministry,award_ministry_id,award_officer,award_officer_designation,award_officer_id,award_package_name,award_package_no,award_pages,award_procuring_entity,award_procuring_entity_code,award_procuring_entity_id,award_project,award_project_id,award_source_of_funds,award_template,beneficial_owners,bid_counts_printed,contract_description,contract_no,contract_signed_on_time,contract_value_original,contract_value_taka,noa_date,performance_security_on_time,signed_date,tenders_received,tenders_responsive,tenders_sold,winner,winner_id,winner_location,winner_page,winner_tenderer_id,work_completion_date,work_location,work_start_date,notice_document_found,award_document_found,outcome_source
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,no,,,,178217,Own Fund,"Lighting equipment and electric lamps; Electrical machinery, apparatus, equipment and consumables;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment",Dhaka,2021-11-30,Bangladesh,,Dhaka,Dhaka,1000,1000,no,cert_bin;cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_general;financial_credit;financial_liquid;financial_turnover;geographic;other,1413,8,a),1,yes,eligibility,yes,Lot wise,TENDER,Tender - Single Lot,Rajuk/Electrical-2/21/W-01,Md. Julfiker Ali Khan,Sup. Eng. (Elec.),pp0104,2021-11-29,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_622586.pdf,2,2021-11-30,Temporary Illumination of Rajuk Zonal Offices in different Religion Festivals & State Phase.,Rajuk/Electrical-2/21/W-01,Payment through Bank,02-9552663,2021-11-18,2021-11-09,Works,NCT,Office of the Superintending Engineer (Electrical),,og0011,"Sepcial Day Celebration,Building Lighting and fair related Expences,Fastival and Contrivution.",RJK-OTHExpenditures,pr0065,2021-11-09,2021-11-30,2022-04-27,Own fund,Contract Awarded,Contract Awarded,622586,2022-03-30,Motijheel,2021-11-09,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,NA,Dhaka,Contract_Awards_PDFs/Tender_622586.pdf,Works,Rajuk/Electrical-2/21/W-01,OTM,Ministry of Housing and Public Works,og0001,mohammad nazmus sakib jamali,Sup. Eng. (Elec.),pp0007,Temporary Illumination of Rajuk Zonal Offices in different Religion Festivals & State Phase.,Rajuk/Electrical-2/21/W-01,1,Office of the Superintending Engineer (Electrical),,og0011,"Sepcial Day Celebration,Building Lighting and fair related Expences,Fastival and Contrivution.",pr0065,Own Fund Own fund,supplier,0,yes,Temporary Illumination of Rajuk Zonal Offices in different Religion Festivals & State Phase.,25.39.0000.064.07.001.2021,yes,1279542.600,1279542.6,2022-03-16,yes,2022-04-13,1,1,2,M/S TANIN ENTERPRISE,co0041,"150 MOTIJHEEL, NAHAR MANSION 3RD FLOOR, C/A DHAKA.",1,,2023-04-12,Rajuk Zonal Office,2022-04-13,yes,yes,award notice
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,no,,,,178008,Own Fund,"Repair, maintenance and associated services related to personal computers, office equipment, telecommunications and audio- visual equipment; Repair, maintenance and installation services;Maintenance and repair of office machinery;Repair and maintenance services of personal computers;Maintenance services of telecommunications equipment;Repair and maintenance services of audio-visual and optical equipment",Dhaka,2021-11-30,Bangladesh,,Dhaka,Dhaka,1000,1000,no,cert_bin;cert_licence_class;cert_other;cert_tin;cert_trade_licence;cert_vat;experience_general;experience_similar;financial_credit;financial_liquid;financial_turnover;geographic,1378,9,a),1,yes,eligibility,yes,Lot wise,TENDER,Tender - Single Lot,Rajuk/Electrical-1/21/W-01,Md. Julfiker Ali Khan,Sup. Eng. (Elec.),pp0104,2021-11-29,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_622637.pdf,2,2021-11-30,Servicing & Maintenance of CCTV Surveillance System of Rajuk Main & Annex Bhaban and Bhaban Complex for 02 (Two) Years.,Rajuk/Electrical-1/21/W-01,Payment through Bank,02-9552663,2021-11-18,2021-11-09,Works,NCT,Office of the Superintending Engineer (Electrical),,og0011,Maintanance of Office Equipement and Accessories,RJK/ELEC/Maintanance,pr0055,2021-11-09,2021-11-30,2022-04-27,Own fund,Contract Awarded,Contract Awarded,622637,2022-03-30,Motijheel,2021-11-09,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,NA,Dhaka,Contract_Awards_PDFs/Tender_622637.pdf,Works,Rajuk/Electrical-1/21/W-01,OTM,Ministry of Housing and Public Works,og0001,mohammad nazmus sakib jamali,Sup. Eng. (Elec.),pp0007,Servicing & Maintenance of CCTV Surveillance System of Rajuk Main & Annex Bhaban and Bhaban Complex for 02 (Two) Years.,Rajuk/Electrical-1/21/W-01,1,Office of the Superintending Engineer (Electrical),,og0011,Maintanance of Office Equipement and Accessories,pr0055,Own Fund Own fund,supplier,0,yes,Servicing & Maintenance of CCTV Surveillance System of Rajuk Main & Annex Bhaban and Bhaban Complex for 02 (Two) Years.,25.39.0000.063.07.051.2019,yes,967554.720,967554.72,2022-03-27,yes,2022-04-24,1,1,2,Silver Sun Electronics,co0122,"Room # 09, Ground Floor, Electric Plaza, Tropicana Tower, 218, shahid Seyad Nazrul Islam Sharani, Old 45, Topkhana Road, Purana Paltan, Dhaka-1000.",1,,2024-04-23,Rajuk Bhaban,2022-04-24,yes,yes,award notice
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,no,,,,179660,Own Fund,Engineering works and construction works; Works for complete or part construction and civil engineering work;,Dhaka,2021-12-30,Bangladesh,,Dhaka,Dhaka,3000,3000,no,deferred,11,1,unnumbered,1,no,eligibility,no,Lot wise,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/72,Ujjwal Mallick,Project Director,pp0099,2021-12-29,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_632736.pdf,1,2021-12-30,"Construction of Internal Road, RCC Road and Surface Drain's Remaining work at Sector no-3 (Part) of Purbachal New Town Project (Package-RDC-03, Lot-2).",Rajuk/PD_Purbachal/72,Payment through Bank,02-9554969,2021-12-09,2021-11-30,Works,NCT,Purbachal New Town Project,,og0015,Purbachal New town Project,5-3205-3111-PURBACHAL,pr0009,2021-11-29,2021-12-30,2022-05-27,Own fund,To be Re-Tendered,To be Re-Tendered,632736,2022-04-29,Motijheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,tender notice status only
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,no,,,,179660,Own Fund,Building demolition and wrecking work and earthmoving work; Site preparation work;,Dhaka,2021-12-30,Bangladesh,,Dhaka,Dhaka,2000,2000,no,deferred,11,1,unnumbered,1,no,eligibility,no,Lot wise,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/75,Ujjwal Mallick,Project Director,pp0099,2021-12-29,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_632746.pdf,1,2021-12-30,"Construction of Internal Road and Surface Drain at Sector No-29 (part) of Purbachal New Town Project (Package RDC-29, Lot- 02).",Rajuk/PD_Purbachal/75,Payment through Bank,02-9554969,2021-12-09,2021-11-30,Works,NCT,Purbachal New Town Project,,og0015,Purbachal New town Project,5-3205-3111-PURBACHAL,pr0009,2021-11-29,2021-12-30,2022-05-27,Own fund,Re-Tendered,Re-Tendered,632746,2022-04-29,Motijheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,tender notice status only
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,no,,,,179660,Own Fund,Engineering works and construction works; Works for complete or part construction and civil engineering work;,Dhaka,2021-12-22,Bangladesh,,Dhaka,Dhaka,2000,2000,no,deferred,11,1,unnumbered,1,no,eligibility,no,Lot wise,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/74,Ujjwal Mallick,Project Director,pp0099,2021-12-21,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_632748.pdf,1,2021-12-22,"Construction of Internal RCC Road and Surface Drain at Sector No-08 (part) of Purbachal New Town Project (Package RDC-08, Lot-05).",Rajuk/PD_Purbachal/74,Payment through Bank,02-9554969,2021-12-09,2021-11-30,Works,NCT,Purbachal New Town Project,,og0015,Purbachal New town Project,5-3205-3111-PURBACHAL,pr0009,2021-11-29,2021-12-22,2022-04-19,Own fund,To be Re-Tendered,To be Re-Tendered,632748,2022-03-22,Motijheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,tender notice status only
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,no,,,,179660,Own Fund,Engineering works and construction works; Works for complete or part construction and civil engineering work;,Dhaka,2021-12-22,Bangladesh,,Dhaka,Dhaka,2000,2000,no,deferred,11,1,unnumbered,1,no,eligibility,no,Lot wise,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/73,Ujjwal Mallick,Project Director,pp0099,2021-12-21,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_632749.pdf,1,2021-12-22,"Construction of Internal Road and Surface Drain at Sector No-08 (part) of Purbachal New Town Project (Package RDC-08, Lot- 04).",Rajuk/PD_Purbachal/73,Payment through Bank,02-9554969,2021-12-09,2021-11-30,Works,NCT,Purbachal New Town Project,,og0015,Purbachal New town Project,5-3205-3111-PURBACHAL,pr0009,2021-11-29,2021-12-22,2022-04-19,Own fund,To be Re-Tendered,To be Re-Tendered,632749,2022-03-22,Motijheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,tender notice status only
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,no,,,,177033,Own Fund,Lifting and handling equipment and parts; General-purpose machinery;,Dhaka,2022-01-17,Bangladesh,,Dhaka,Dhaka,1000,1000,no,cert_licence_class;cert_other;experience_count;experience_general;experience_similar;financial_liquid;personnel,1575,3,(n),1,yes,eligibility,yes,Lot wise,TENDER,Tender - Single Lot,GD/UAP/Lift-04,Mohammad Muzaffar Uddin,PD (Uttara Appartment),pp0004,2022-01-16,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_637168.pdf,2,2022-01-17,"Supply, Installation, Testing and Commissioning of (A) 02 Nos 800 KG Passenger Lift & (B) 01 No. 1250 Kg Passenger Lift for the",GD/UAP/Lift-04,Payment through Bank,02-9572010,2022-01-05,2021-12-23,Goods,NCT,Uttara Apartment Project,,og0012,Not applicable,Not applicable,pr0093,2021-12-22,2022-01-17,2022-06-14,Own Fund,Re-Tendered,Re-Tendered,637168,2022-05-17,Motijheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,tender notice status only
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,no,,,,177033,Own Fund,Lifting and handling equipment and parts; General-purpose machinery;,Dhaka,2022-01-17,Bangladesh,,Dhaka,Dhaka,1000,1000,no,cert_licence_class;cert_other;experience_count;experience_general;experience_similar;financial_liquid;geographic;personnel,1547,3,(n),1,yes,eligibility,yes,Lot wise,TENDER,Tender - Single Lot,GD/UAP/Lift-05,Mohammad Muzaffar Uddin,PD (Uttara Appartment),pp0004,2022-01-16,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_637169.pdf,2,2022-01-17,"Supply, Installation, Testing and Commissioning of 01 No. 2100 KG Passenger Cum Bed Lift for the Community Center under the",GD/UAP/Lift-05,Payment through Bank,02-9572010,2022-01-05,2021-12-23,Goods,NCT,Uttara Apartment Project,,og0012,Not applicable,Not applicable,pr0093,2021-12-22,2022-01-17,2022-06-14,Own Fund,Contract Awarded,Contract Awarded,637169,2022-05-17,Motijheel,2021-12-22,Rajdhani Unnayan Kartripakkha (RAJUK),og0002,NA,Dhaka,Contract_Awards_PDFs/Tender_637169.pdf,Goods,GD/UAP/Lift-05,OTM,Ministry of Housing and Public Works,og0001,Mohammad Muzaffar Uddin,PD (Uttara Appartment),pp0004,"Supply, Installation, Testing and Commissioning of 01 No. 2100 KG Passenger Cum Bed Lift for the Community Center under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector- 18, Block-A, Uttara, Dhaka.",GD/UAP/Lift-05,1,Uttara Apartment Project,,og0012,NA,pr0003,Own Fund Own Fund,supplier,0,yes,"Supply, Installation, Testing and Commissioning of 01 No. 2100 KG Passenger Cum Bed Lift for the Community Center under the Project of Construction of Residential Apartment Building for Low & Middle Income Group of people at Sector- 18, Block-A, Uttara, Dhaka.",RAJUK/UAP/GD/Lift-03,yes,8158500.740,8158500.74,2022-05-13,yes,2022-06-05,2,2,3,Concept Elevators & Engineering Ltd.,co0042,"Reg. Office: 656, Road-14, Baitul Aman Housing Society Adabor, Mohammadpur, Dhaka-1207",1,,2022-12-26,Uttara Apartment Project Sector-18 Uttara Dhaka,2022-06-05,yes,yes,award notice
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,no,,,,177033,Own Fund,Lifting and handling equipment and parts; General-purpose machinery;,Dhaka,2022-01-17,Bangladesh,,Dhaka,Dhaka,1000,1000,no,cert_licence_class;cert_other;experience_count;experience_general;experience_similar;financial_liquid;personnel,1577,3,(n),1,yes,eligibility,yes,Lot wise,TENDER,Tender - Single Lot,GD/UAP/Lift-03,Mohammad Muzaffar Uddin,PD (Uttara Appartment),pp0004,2022-01-16,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_637171.pdf,2,2022-01-17,"Supply, Installation, Testing and Commissioning of 03 Nos 1250 KG Passenger Cum Bed Lift for the Commercial Complex",GD/UAP/Lift-03,Payment through Bank,02-9572010,2022-01-05,2021-12-23,Goods,NCT,Uttara Apartment Project,,og0012,Not applicable,Not applicable,pr0093,2021-12-22,2022-01-17,2022-06-14,Own Fund,Re-Tendered,Re-Tendered,637171,2022-05-17,Motijheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,tender notice status only
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,yes,Closing Date & Time;Document last selling date & time;Last date & time for Tender/Proposal Security Submission;Opening Date & Time,2,2,181641,Own Fund,"Construction work;Site preparation work;Building demolition and wrecking work and earthmoving work;Test drilling and boring work;Works for complete or part construction and civil engineering work;Building construction work;Engineering works and construction works;Construction work for pipelines, communication and power lines, for highways, roads, airfields and railways; flatwork;Construction work for water projects;Construction works for plants, mining and manufacturing and for buildings relating to the oil and gas industry;Roof works and other special trade construction works;Building installation work;Electrical installation work;Insulation work;Plumbing and sanitary works;Fencing, railing and safety equipment installation work;Mechanical installations;Building completion work;Plastering work;Joinery and carpentry installation work;Floor and wall covering work;Painting and glazing work;Other building completion work;Hire of construction and civil engineering machinery and equipment with operator;Hire of cranes with operator;Hire of earthmoving equipment with operator",Dhaka,2022-03-22,Bangladesh,,Dhaka,Dhaka,1000,1000,no,deferred,11,1,unnumbered,1,no,eligibility,no,Lot wise,TENDER,Tender - Single Lot,RAJUK/CC-4/Imp-06/Sector-3/Road,Md Mobarak Hossain,Superintending Engineer,pp0009,2022-03-21,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_639202.pdf,2,2022-03-22,Construction of road no. 20/A at sector-03 of Uttara residential area.,RAJUK/imp-06/2021-22/WR1,Payment through Bank,02-9572010,2022-02-27,2022-02-20,Works,NCT,Superintending Engineer (Civil Circle-4),,og0014,Not applicable,Not applicable,pr0093,2022-02-20,2022-03-22,2022-07-18,Own Fund,Contract Awarded,Contract Awarded,639202,2022-06-20,Motijheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,tender notice status only
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,no,,,,178132,Own Fund,"Electrical machinery, apparatus, equipment and consumables;Electric motors, generators and transformers;Electric motors;Generators;Alternators;Cooling towers;Ballasts for discharge lamps or tubes;Parts of electric motors, generators and transformers;Transformers;Electricity distribution and control apparatus;Electrical apparatus for switching or protecting electrical circuits;Electrical circuit components;Parts of electricity distribution or control apparatus;Insulated wire and cable;Mains;Power distribution cables;Coaxial cable;Insulated cable accessories;Electric conductors for data and control purposes;Accumulators, primary cells and primary batteries;Primary cells;Primary batteries;Electric accumulators;Lighting equipment and electric lamps;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment;Electrical equipment and apparatus;Electrical equipment for engines and vehicles;Sound or visual signalling apparatus;Magnets;Machines and apparatus with individual functions;Insulating fittings;Carbon electrodes;Electrical parts of machinery or apparatus;Electrical supplies and accessories;Electronic, electromechanical and electrotechnical supplies;Electronic equipment;Electromechanical equipment;Electrotechnical equipment",Dhaka,2022-01-18,Bangladesh,,Dhaka,Dhaka,1000,1000,no,deferred,11,1,unnumbered,1,no,eligibility,no,Lot wise,TENDER,Tender - Single Lot,RAJUK/PD_9apt/Lift_Bldg-4,Rahat Muslemin,PD (9apt),pp0003,2022-01-17,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_639295.pdf,2,2022-01-18,"Supply, Installation, Testing and Commissioning of 01 (One) Number 800 kg (10 Passengers) Lift for Seven Storied Apartment",RAJUK/PD_9apt/Lift_Bldg-4,Payment through Bank,02-9559386,2021-12-30,2021-12-23,Goods,NCT,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",,og0006,Not applicable,Not applicable,pr0093,2021-12-22,2022-01-18,2022-06-15,Own Fund,Contract Awarded,Contract Awarded,639295,2022-05-18,Motijheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,tender notice status only
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,no,,,,179660,Own Fund,Site preparation work; Construction work;Building demolition and wrecking work and earthmoving work;Test drilling and boring work,Dhaka,2022-01-20,Bangladesh,,Dhaka,Dhaka,2000,2000,no,deferred,11,1,unnumbered,1,no,eligibility,no,Lot wise,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/76,Ujjwal Mallick,Project Director,pp0099,2022-01-19,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_639731.pdf,1,2022-01-20,"Construction of Remaining Internal Road, RCC Road and Surface Drain at Sector-05(Part) of Purbachal New Town Project (Package-RDC-05, Lot-03).",Rajuk/PD_Purbachal/76,Payment through Bank,02-9554969,2022-01-06,2021-12-27,Works,NCT,Purbachal New Town Project,,og0015,Purbachal New town Project,5-3205-3111-PURBACHAL,pr0009,2021-12-26,2022-01-20,2022-05-18,Own fund,To be Re-Tendered,To be Re-Tendered,639731,2022-04-20,Motijheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,tender notice status only
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,no,,,,179660,Own Fund,Site preparation work; Construction work;Building demolition and wrecking work and earthmoving work;Test drilling and boring work,Dhaka,2022-01-20,Bangladesh,,Dhaka,Dhaka,2000,2000,no,deferred,11,1,unnumbered,1,no,eligibility,no,Lot wise,TENDER,Tender - Single Lot,Rajuk/PD_Purbachal/77,Ujjwal Mallick,Project Director,pp0099,2022-01-19,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_639732.pdf,1,2022-01-20,"Construction of RCC Road with Remaining bituminous road including Surface Drain at Sector No-30 of Purbachal New Town Project (Package-RDC-30, Lot-2).",Rajuk/PD_Purbachal/77,Payment through Bank,02-9554969,2022-01-06,2021-12-27,Works,NCT,Purbachal New Town Project,,og0015,Purbachal New town Project,5-3205-3111-PURBACHAL,pr0009,2021-12-26,2022-01-20,2022-05-18,Own fund,To be Re-Tendered,To be Re-Tendered,639732,2022-04-20,Motijheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,tender notice status only
Rajdhani Unnayan Kartripakkha (RAJUK),og0002,no,,,,178132,Own Fund,"Electrical machinery, apparatus, equipment and consumables;Electric motors, generators and transformers;Electric motors;Generators;Alternators;Cooling towers;Ballasts for discharge lamps or tubes;Parts of electric motors, generators and transformers;Transformers;Electricity distribution and control apparatus;Electrical apparatus for switching or protecting electrical circuits;Electrical circuit components;Parts of electricity distribution or control apparatus;Insulated wire and cable;Mains;Power distribution cables;Coaxial cable;Insulated cable accessories;Electric conductors for data and control purposes;Accumulators, primary cells and primary batteries;Primary cells;Primary batteries;Electric accumulators;Lighting equipment and electric lamps;Electric filament lamps;Lamps and light fittings;Parts of lamps and lighting equipment;Electrical equipment and apparatus;Electrical equipment for engines and vehicles;Sound or visual signalling apparatus;Magnets;Machines and apparatus with individual functions;Insulating fittings;Carbon electrodes;Electrical parts of machinery or apparatus;Electrical supplies and accessories;Electronic, electromechanical and electrotechnical supplies;Electronic equipment;Electromechanical equipment;Electrotechnical equipment",Dhaka,2022-01-18,Bangladesh,,Dhaka,Dhaka,1000,1000,no,deferred,11,1,unnumbered,1,no,eligibility,no,Lot wise,TENDER,Tender - Single Lot,RAJUK/PD_9apt/Solar_Bldg-4,Rahat Muslemin,PD (9apt),pp0003,2022-01-17,1,Open Tendering Method (OTM),Ministry of Housing and Public Works,og0001,Tender Notice_PDFs/RAJUK_Tender_639913.pdf,2,2022-01-18,"RAJUK/PD_9apt/Solar_Bldg.-4 Supply, Installation, Testing and Commissioning of 8 Kwp Solar System for Seven Storied",RAJUK/PD_9apt/Solar_Bldg.-4,Payment through Bank,02-9559386,2021-12-30,2021-12-23,Goods,NCT,"Construction of multi-storied apartment Buildings on 9(Nine) nos abandoned plot at Gulshan,Mohammadpur, Lalmatia & Dhanmondi, Dhaka.",,og0006,Not applicable,Not applicable,pr0093,2021-12-22,2022-01-18,2022-06-15,Own Fund,Contract Awarded,Contract Awarded,639913,2022-05-18,Motijheel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,tender notice status only
