"tender_id","agency","procuring_entity","package_description","record_type","bidder_name","bidder_name_normalised","bid_amount","responsive_status","qualified_status","technical_status","rejection_reason","rejected_requirement","beneficial_owner_name","ownership_percentage","owner_country","source_file","page_number","evidence_excerpt","note"
"504349","CDA","Construction Division-3","Annual Repair and Maintenance work for Building No-04 at Sholoshohor Staff quarter","AWARDED_BIDDER","Md M G Azgar Hossain","MD M G AZGAR HOSSAIN","2253274.28","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_504349.pdf","1","Contract Value (Taka): 2253274.28; Name of Supplier/Contractor/Consultant: Md M G Azgar Hossain","bid amount equals the awarded contract value as printed on the award notice"
"504351","CDA","Construction Division-3","Annual Repair and Maintenance work for Building No-02 & 03 at Sholoshohor Staff quarter","AWARDED_BIDDER","M/S KOBITA CONSTRUCTION","KOBITA CONSTRUCTION","1902004.50","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_504351.pdf","1","Contract Value (Taka): 1902004.50; Name of Supplier/Contractor/Consultant: M/S KOBITA CONSTRUCTION","bid amount equals the awarded contract value as printed on the award notice"
"504351","CDA","Construction Division-3","Annual Repair and Maintenance work for Building No-02 & 03 at Sholoshohor Staff quarter","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_504351.pdf","1","Received: 3; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"514221","CDA","Management Information System (MIS)","Supply of EMS Access Control Fire detection and protection system of CDA Data Centre.","AWARDED_BIDDER","Endeavour Technologies Ltd","ENDEAVOUR TECHNOLOGIES LTD","1045150.24","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_514221.pdf","1","Contract Value (Taka): 1045150.24; Name of Supplier/Contractor/Consultant: Endeavour Technologies Ltd","bid amount equals the awarded contract value as printed on the award notice"
"515366","CDA","Construction Division-3","Construction of Front Boundary wall and other related works at CDA Sholoshahor Staff Quarter","AWARDED_BIDDER","M/S. Shah Amanat Traders","SHAH AMANAT TRADERS","2803601.93","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_515366.pdf","1","Contract Value (Taka): 2803601.93; Name of Supplier/Contractor/Consultant: M/S. Shah Amanat Traders","bid amount equals the awarded contract value as printed on the award notice"
"519402","CDA","Construction Division-3","Repair and Maintenance of outer surface drain Painting of Weather coat in the outer wall of the Sholosahar staff Quarters Building and other repairing works","AWARDED_BIDDER","Mahmud Construction","MAHMUD CONSTRUCTION","1975027.99","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_519402.pdf","1","Contract Value (Taka): 1975027.99; Name of Supplier/Contractor/Consultant: Mahmud Construction","bid amount equals the awarded contract value as printed on the award notice"
"523954","CDA","Project Director(M.Uddin)","Renovation and other related works of Engineers office room at 5th floor CDA Building Chattogram","AWARDED_BIDDER","M/S. Gulzar Trading","GULZAR TRADING","834739.30","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_523954.pdf","1","Contract Value (Taka): 834739.30; Name of Supplier/Contractor/Consultant: M/S. Gulzar Trading","bid amount equals the awarded contract value as printed on the award notice"
"523954","CDA","Project Director(M.Uddin)","Renovation and other related works of Engineers office room at 5th floor CDA Building Chattogram","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_523954.pdf","1","Received: 2; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"538256","CDA","Project Director (CCORRP)","A 1.175 kilometer of 2-lane link road with culverts drain etc. and 1 kilometer of 4-lane feeder road with culverts drain etc. embankment slope protection work Cement Concrete Walk Way Work Construction of New Gymnasium cum Indoor Games Complex Contro","AWARDED_BIDDER","Spectra Engineers Ltd.","SPECTRA ENGINEERS LTD","960108457.97","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_538256.pdf","1","Contract Value (Taka): 960108457.97; Name of Supplier/Contractor/Consultant: Spectra Engineers Ltd.","bid amount equals the awarded contract value as printed on the award notice"
"538256","CDA","Project Director (CCORRP)","A 1.175 kilometer of 2-lane link road with culverts drain etc. and 1 kilometer of 4-lane feeder road with culverts drain etc. embankment slope protection work Cement Concrete Walk Way Work Construction of New Gymnasium cum Indoor Games Complex Contro","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_538256.pdf","1","Received: 4; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 3 bidder(s)"
"539744","CDA","Project Director(M.Uddin)","Construction of Surface Drain of Ground Floor & 1st Floor at CDA Biponi Bitan-B Block Chattogram.","AWARDED_BIDDER","M/s.Suraim Enterprise","SURAIM ENTERPRISE","2261891.11","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_539744.pdf","1","Contract Value (Taka): 2261891.11; Name of Supplier/Contractor/Consultant: M/s.Suraim Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"539744","CDA","Project Director(M.Uddin)","Construction of Surface Drain of Ground Floor & 1st Floor at CDA Biponi Bitan-B Block Chattogram.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_539744.pdf","1","Received: 2; Responsive: 1 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"596661","CDA","Project Director(KK Newaz), Chittagong Development Authority","Construction of Access Road (Partial Remaining Work) from Sirajuddaula Road to Shah Amanat Bridge Connecting Road (Bakalia Access) Chittagong (Lot-02).","AWARDED_BIDDER","M/S. Jashim & Sons","JASHIM SONS","88622840.52","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_596661.pdf","1","Contract Value (Taka): 88622840.52; Name of Supplier/Contractor/Consultant: M/S. Jashim & Sons","bid amount equals the awarded contract value as printed on the award notice"
"596661","CDA","Project Director(KK Newaz), Chittagong Development Authority","Construction of Access Road (Partial Remaining Work) from Sirajuddaula Road to Shah Amanat Bridge Connecting Road (Bakalia Access) Chittagong (Lot-02).","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_596661.pdf","1","Received: 7; Responsive: 6 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"598954","CDA","Project Director(M.Uddin), Chittagong Development Authority","Supplying and applying weather Coat on outside of Garage, rest house and other related repair maintenance work","AWARDED_BIDDER","M/S. Gulzar Trading","GULZAR TRADING","1999405.15","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_598954.pdf","1","Contract Value (Taka): 1999405.15; Name of Supplier/Contractor/Consultant: M/S. Gulzar Trading","bid amount equals the awarded contract value as printed on the award notice"
"614376","CDA","Project Director(M.Uddin), Chittagong Development Authority","Annual repairing and Maintenance work of Building No-11 at Mehedibag CDA staff Quarter Chattogram.","AWARDED_BIDDER","M/s J S Enterprise","J S ENTERPRISE","5821337.26","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_614376.pdf","1","Contract Value (Taka): 5821337.26; Name of Supplier/Contractor/Consultant: M/s J S Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"616340","CDA","Project Director(M.Uddin), Chittagong Development Authority","Construction of Garage at Mehedibag CDA staff Quarter Chattogram.","AWARDED_BIDDER","M/S. Gulzar Trading","GULZAR TRADING","3650723.02","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_616340.pdf","1","Contract Value (Taka): 3650723.02; Name of Supplier/Contractor/Consultant: M/S. Gulzar Trading","bid amount equals the awarded contract value as printed on the award notice"
"629331","CDA","Electrical & Mechanical Engineering (EME)","Supply Installation, testing and commissioning of 11KV HT switchgear at CDA Biponi Bitan A block building","AWARDED_BIDDER","Power Net Enterprise","POWER NET ENTERPRISE","2230689.60","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_629331.pdf","1","Contract Value (Taka): 2230689.60; Name of Supplier/Contractor/Consultant: Power Net Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"629331","CDA","Electrical & Mechanical Engineering (EME)","Supply Installation, testing and commissioning of 11KV HT switchgear at CDA Biponi Bitan A block building","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_629331.pdf","1","Received: 4; Responsive: 3 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"631780","CDA","Project Director(M.Uddin), Chittagong Development Authority","Construction of Vertical extension of boundary wall and mesh fencing work at CDA hill south west side.","AWARDED_BIDDER","M/S. Nice Enterprise","NICE ENTERPRISE","3296663.14","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_631780.pdf","1","Contract Value (Taka): 3296663.14; Name of Supplier/Contractor/Consultant: M/S. Nice Enterprise","bid amount equals the awarded contract value as printed on the award notice"
"631780","CDA","Project Director(M.Uddin), Chittagong Development Authority","Construction of Vertical extension of boundary wall and mesh fencing work at CDA hill south west side.","UNNAMED_REJECTED_BIDDERS_AGGREGATE","","","","non_responsive","not_qualified","","","","","","","Tender_631780.pdf","1","Received: 3; Responsive: 2 (difference is the rejected count)","count is derived as received minus responsive; 1 bidder(s)"
"637086","CDA","Project Director(M.Uddin), Chittagong Development Authority","Annual Repairing and Maintenance works of Building No. 01 & 02 Mehedibag CDA Staff Quarter, Chattogram.","AWARDED_BIDDER","Trade Spin","TRADE SPIN","2934320.18","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_637086.pdf","1","Contract Value (Taka): 2934320.18; Name of Supplier/Contractor/Consultant: Trade Spin","bid amount equals the awarded contract value as printed on the award notice"
"640368","CDA","Project Director(M.Uddin), Chittagong Development Authority","Repair and maintenance work of dormitory and others related work of CDA hill, Chattogram.","AWARDED_BIDDER","M/S Hasan & Brothers","HASAN BROTHERS","2681912.17","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_640368.pdf","1","Contract Value (Taka): 2681912.17; Name of Supplier/Contractor/Consultant: M/S Hasan & Brothers","bid amount equals the awarded contract value as printed on the award notice"
"644083","CDA","Project Director(M.Uddin), Chittagong Development Authority","Annual Repairing and Maintenance Works of Building No. 03 and 04 Mehedibag CDA Staff Quarter, Chattogram","AWARDED_BIDDER","M/S. Gulzar Trading","GULZAR TRADING","2384371.03","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_644083.pdf","1","Contract Value (Taka): 2384371.03; Name of Supplier/Contractor/Consultant: M/S. Gulzar Trading","bid amount equals the awarded contract value as printed on the award notice"
"647622","CDA","Project Director(M.Uddin), Chittagong Development Authority","Renovation and other related works of chairman Bungalow at CDA hill, Chattogram","AWARDED_BIDDER","Volume - 11","VOLUME 11","8963413.20","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_647622.pdf","1","Contract Value (Taka): 8963413.20; Name of Supplier/Contractor/Consultant: Volume - 11","bid amount equals the awarded contract value as printed on the award notice"
"667218","CDA","Project Director(M.Uddin), Chittagong Development Authority","Annual Repairing and maintenance work of building no. 8 & 9 at mehedibag CDA staff quarter, Chattogram","AWARDED_BIDDER","M/S. A. F. C.","A F C","3017182.36","responsive","qualified","","not_applicable_won_the_contract","not_applicable","","","","Tender_667218.pdf","1","Contract Value (Taka): 3017182.36; Name of Supplier/Contractor/Consultant: M/S. A. F. C.","bid amount equals the awarded contract value as printed on the award notice"
